caminput,grayfilter,shape01,pos01,label01,switch01,posy01,posy02,posx02,posx01,pos02,switch02,totalarea01,resultdisplay,numoflabels01,shape02,
1,1,1,1,-1,1,169,322,81,227,1,1,639,1,15,1,
1,1,1,1,1,1,169,322,81,225,1,1,671,1,14,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,1,1,166,321,82,225,1,1,684,1,12,1,
1,1,1,1,1,1,167,322,82,230,1,1,391,1,13,1,
1,1,1,1,-1,1,167,324,82,229,1,1,660,1,15,1,
1,1,1,1,-1,1,169,322,81,227,1,1,637,1,15,1,
1,1,1,1,1,1,169,322,81,228,1,1,669,1,14,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,1,1,166,321,82,227,1,1,683,1,12,1,
1,1,1,1,1,1,167,322,82,230,1,1,391,1,13,1,
1,1,1,1,-1,1,167,324,82,229,1,1,675,1,15,1,
1,1,1,1,-1,1,169,322,81,227,1,1,640,1,15,1,
1,1,1,1,1,1,169,322,81,228,1,1,670,1,14,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,1,1,166,321,82,226,1,1,680,1,12,1,
1,1,1,1,1,1,167,322,82,229,1,1,395,1,13,1,
1,1,1,1,-1,1,167,324,82,229,1,1,666,1,15,1,
1,1,1,1,-1,1,169,322,81,227,1,1,637,1,15,1,
1,1,1,1,1,1,169,322,81,228,1,1,674,1,14,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,1,1,167,321,82,226,1,1,674,1,12,1,
1,1,1,1,1,1,167,322,82,229,1,1,392,1,13,1,
1,1,1,1,-1,1,167,324,82,229,1,1,670,1,15,1,
1,1,1,1,-1,1,169,322,81,227,1,1,644,1,15,1,
1,1,1,1,1,1,169,322,81,228,1,1,670,1,14,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,1,1,166,321,82,229,1,1,687,1,12,1,
1,1,1,1,1,1,167,322,82,229,1,1,391,1,13,1,
1,1,1,1,-1,1,167,324,82,229,1,1,676,1,15,1,
1,1,1,1,-1,1,169,322,81,227,1,1,646,1,15,1,
1,1,1,1,1,1,169,322,81,227,1,1,677,1,14,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,1,1,166,321,82,226,1,1,684,1,12,1,
1,1,1,1,1,1,167,322,82,229,1,1,392,1,13,1,
1,1,1,1,-1,1,167,324,82,229,1,1,676,1,15,1,
1,1,1,1,-1,1,169,322,81,227,1,1,640,1,15,1,
1,1,1,1,1,1,169,322,81,226,1,1,676,1,14,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,1,1,167,321,82,228,1,1,673,1,12,1,
1,1,1,1,1,1,167,322,82,229,1,1,384,1,13,1,
1,1,1,1,-1,1,167,324,82,229,1,1,656,1,15,1,
1,1,1,1,-1,1,169,322,81,227,1,1,650,1,15,1,
1,1,1,1,1,1,169,322,81,225,1,1,662,1,14,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,1,1,167,321,82,227,1,1,682,1,12,1,
1,1,1,1,1,1,167,322,82,229,1,1,385,1,13,1,
1,1,1,1,-1,1,167,324,82,229,1,1,656,1,15,1,
1,1,1,1,-1,1,169,322,81,227,1,1,635,1,15,1,
1,1,1,1,1,1,169,322,81,225,1,1,681,1,14,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,1,1,166,321,82,226,1,1,712,1,13,1,
1,1,1,1,1,1,167,322,82,230,1,1,404,1,13,1,
1,1,1,1,-1,1,167,324,82,229,1,1,686,1,15,1,
1,1,1,1,-1,1,169,322,81,227,1,1,655,1,15,1,
1,1,1,1,1,1,169,322,81,228,1,1,677,1,14,1,
1,1,1,1,-1,1,167,324,82,229,1,1,652,1,15,1,
1,1,1,1,-1,1,169,322,81,227,1,1,608,1,15,1,
1,1,1,1,1,1,169,322,81,228,1,1,655,1,14,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,1,1,167,321,82,227,1,1,659,1,12,1,
1,1,1,1,1,1,167,322,82,229,1,1,341,1,12,1,
1,1,1,1,-1,1,167,324,82,229,1,1,640,1,15,1,
1,1,1,1,-1,1,169,322,81,227,1,1,615,1,15,1,
1,1,1,1,1,1,169,322,81,228,1,1,673,1,14,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,1,1,166,321,82,226,1,1,698,1,12,1,
1,1,1,1,1,1,167,322,82,230,1,1,407,1,13,1,
1,1,1,1,-1,1,167,323,82,229,1,1,687,1,15,1,
1,1,1,1,-1,1,169,322,81,227,1,1,651,1,15,1,
1,1,1,1,1,1,169,322,81,228,1,1,684,1,14,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,1,1,167,321,82,227,1,1,714,1,13,1,
1,1,1,1,1,1,167,322,82,230,1,1,403,1,13,1,
1,1,1,1,-1,1,167,324,82,229,1,1,681,1,15,1,
1,1,1,1,-1,1,169,322,81,227,1,1,646,1,15,1,
1,1,1,1,1,1,169,322,81,228,1,1,679,1,14,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,1,1,166,321,82,226,1,1,694,1,12,1,
1,1,1,1,1,1,167,322,82,230,1,1,403,1,13,1,
1,1,1,1,-1,1,167,323,82,229,1,1,684,1,15,1,
1,1,1,1,-1,1,169,322,81,227,1,1,651,1,15,1,
1,1,1,1,1,1,169,322,81,225,1,1,678,1,14,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,1,1,166,321,82,226,1,1,696,1,12,1,
1,1,1,1,1,1,167,322,82,229,1,1,402,1,13,1,
1,1,1,1,-1,1,167,324,82,229,1,1,671,1,15,1,
1,1,1,1,-1,1,169,322,81,227,1,1,655,1,15,1,
1,1,1,1,1,1,169,322,81,228,1,1,681,1,14,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,1,1,167,321,82,227,1,1,692,1,12,1,
1,1,1,1,1,1,167,322,82,230,1,1,399,1,13,1,
1,1,1,1,-1,1,167,323,82,229,1,1,670,1,15,1,
1,1,1,1,-1,1,169,322,81,227,1,1,652,1,15,1,
1,1,1,1,1,1,169,322,81,228,1,1,681,1,14,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,1,1,167,321,82,226,1,1,694,1,12,1,
1,1,1,1,1,1,167,322,82,229,1,1,402,1,13,1,
1,1,1,1,-1,1,167,324,82,229,1,1,685,1,15,1,
1,1,1,1,-1,1,169,322,81,227,1,1,649,1,15,1,
1,1,1,1,1,1,169,322,81,228,1,1,681,1,14,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,1,1,166,321,82,226,1,1,713,1,13,1,
1,1,1,1,1,1,167,322,82,230,1,1,407,1,13,1,
1,1,1,1,-1,1,167,324,82,229,1,1,682,1,15,1,
1,1,1,1,-1,1,169,322,81,227,1,1,649,1,15,1,
1,1,1,1,1,1,169,322,81,227,1,1,675,1,14,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,166,323,82,229,1,1,693,1,15,1,
1,1,1,1,-1,1,168,321,81,226,1,1,723,1,15,1,
1,1,1,1,-1,1,168,321,81,224,1,1,723,1,15,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,1,1,166,320,82,227,1,1,747,1,13,1,
1,1,1,1,1,1,166,322,82,229,1,1,400,1,12,1,
1,1,1,1,-1,1,166,323,82,229,1,1,710,1,15,1,
1,1,1,1,-1,1,168,321,81,226,1,1,724,1,15,1,
1,1,1,1,-1,1,168,321,81,223,1,1,749,1,15,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,1,1,166,320,82,227,1,1,748,1,13,1,
1,1,1,1,1,1,166,322,82,229,1,1,403,1,12,1,
1,1,1,1,-1,1,166,323,82,229,1,1,709,1,15,1,
1,1,1,1,-1,1,168,321,81,226,1,1,723,1,15,1,
1,1,1,1,-1,1,168,321,81,223,1,1,752,1,15,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,1,1,166,320,82,227,1,1,749,1,13,1,
1,1,1,1,1,1,166,322,82,229,1,1,406,1,12,1,
1,1,1,1,-1,1,166,323,82,228,1,1,721,1,15,1,
1,1,1,1,-1,1,168,321,81,226,1,1,720,1,15,1,
1,1,1,1,-1,1,168,321,81,224,1,1,748,1,15,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,1,1,166,320,82,228,1,1,739,1,13,1,
1,1,1,1,1,1,166,322,82,229,1,1,399,1,12,1,
1,1,1,1,-1,1,166,323,82,229,1,1,710,1,15,1,
1,1,1,1,-1,1,168,321,81,226,1,1,722,1,15,1,
1,1,1,1,-1,1,168,321,81,224,1,1,741,1,15,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,1,1,166,320,82,227,1,1,748,1,13,1,
1,1,1,1,1,1,166,322,82,229,1,1,402,1,12,1,
1,1,1,1,-1,1,166,323,82,229,1,1,708,1,15,1,
1,1,1,1,-1,1,168,321,81,226,1,1,720,1,15,1,
1,1,1,1,-1,1,169,321,81,224,1,1,743,1,15,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,1,1,166,320,82,227,1,1,748,1,13,1,
1,1,1,1,1,1,166,322,82,229,1,1,402,1,12,1,
1,1,1,1,-1,1,166,323,82,228,1,1,721,1,15,1,
1,1,1,1,-1,1,168,321,81,226,1,1,715,1,15,1,
1,1,1,1,-1,1,168,321,81,224,1,1,730,1,15,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,1,1,166,320,82,227,1,1,749,1,13,1,
1,1,1,1,1,1,165,322,82,225,1,1,407,1,12,1,
1,1,1,1,-1,1,166,323,82,229,1,1,708,1,15,1,
1,1,1,1,-1,1,168,321,81,226,1,1,720,1,15,1,
1,1,1,1,-1,1,168,321,81,223,1,1,752,1,15,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,1,1,166,320,82,228,1,1,746,1,13,1,
1,1,1,1,1,1,166,322,82,229,1,1,402,1,12,1,
1,1,1,1,-1,1,166,323,82,229,1,1,713,1,15,1,
1,1,1,1,-1,1,168,321,81,226,1,1,709,1,15,1,
1,1,1,1,-1,1,169,321,81,224,1,1,743,1,15,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,1,1,166,320,82,227,1,1,742,1,13,1,
1,1,1,1,1,1,166,322,82,229,1,1,395,1,12,1,
1,1,1,1,-1,1,166,323,82,228,1,1,720,1,15,1,
1,1,1,1,-1,1,168,321,81,226,1,1,721,1,15,1,
1,1,1,1,-1,1,169,321,81,224,1,1,742,1,15,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,1,1,166,320,82,227,1,1,741,1,13,1,
1,1,1,1,1,1,166,322,82,229,1,1,399,1,12,1,
1,1,1,1,-1,1,166,323,82,229,1,1,700,1,15,1,
1,1,1,1,-1,1,168,321,81,226,1,1,713,1,15,1,
1,1,1,1,-1,1,168,321,81,224,1,1,744,1,15,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,1,1,166,320,82,228,1,1,744,1,13,1,
1,1,1,1,1,1,166,322,82,229,1,1,397,1,12,1,
1,1,1,1,-1,1,166,323,82,228,1,1,717,1,15,1,
1,1,1,1,-1,1,168,321,81,226,1,1,712,1,15,1,
1,1,1,1,-1,1,168,321,81,223,1,1,751,1,15,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,1,1,166,320,82,227,1,1,740,1,13,1,
1,1,1,1,1,1,166,322,82,229,1,1,384,1,12,1,
1,1,1,1,-1,1,166,323,82,229,1,1,606,1,15,1,
1,1,1,1,-1,1,168,321,81,226,1,1,623,1,15,1,
1,1,1,1,1,1,169,322,81,224,1,1,614,1,14,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,1,1,166,320,82,227,1,1,635,1,12,1,
1,1,1,1,1,1,166,322,82,229,1,1,304,1,10,1,
1,1,1,1,-1,1,166,323,82,229,1,1,625,1,15,1,
1,1,1,1,-1,1,168,321,81,226,1,1,625,1,15,1,
1,1,1,1,1,1,169,322,81,224,1,1,625,1,14,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,1,1,166,320,82,227,1,1,661,1,13,1,
1,1,1,1,1,1,166,322,82,229,1,1,303,1,10,1,
1,1,1,1,-1,1,166,323,82,228,1,1,670,1,15,1,
1,1,1,1,-1,1,168,321,81,226,1,1,691,1,15,1,
1,1,1,1,-1,1,169,322,81,224,1,1,699,1,15,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,1,1,166,320,82,227,1,1,724,1,13,1,
1,1,1,1,1,1,166,322,82,229,1,1,382,1,12,1,
1,1,1,1,-1,1,166,323,82,229,1,1,671,1,15,1,
1,1,1,1,-1,1,168,321,81,226,1,1,693,1,15,1,
1,1,1,1,-1,1,169,322,81,224,1,1,704,1,15,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,1,1,166,320,82,227,1,1,728,1,13,1,
1,1,1,1,1,1,166,322,82,229,1,1,385,1,12,1,
1,1,1,1,-1,1,166,323,82,229,1,1,677,1,15,1,
1,1,1,1,-1,1,168,321,81,226,1,1,691,1,15,1,
1,1,1,1,-1,1,169,321,81,224,1,1,710,1,15,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,1,1,166,320,82,227,1,1,728,1,13,1,
1,1,1,1,1,1,166,322,82,229,1,1,384,1,12,1,
1,1,1,1,-1,1,166,323,82,229,1,1,675,1,15,1,
1,1,1,1,-1,1,168,321,81,226,1,1,696,1,15,1,
1,1,1,1,-1,1,169,322,81,223,1,1,734,1,15,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,1,1,166,320,82,227,1,1,724,1,13,1,
1,1,1,1,1,1,166,322,82,229,1,1,386,1,12,1,
1,1,1,1,-1,1,166,323,82,229,1,1,678,1,15,1,
1,1,1,1,-1,1,168,321,81,226,1,1,692,1,15,1,
1,1,1,1,-1,1,169,322,81,224,1,1,704,1,15,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,1,1,166,320,82,227,1,1,731,1,13,1,
1,1,1,1,1,1,166,322,82,229,1,1,386,1,12,1,
1,1,1,1,-1,1,166,323,82,229,1,1,681,1,15,1,
1,1,1,1,-1,1,168,321,81,226,1,1,698,1,15,1,
1,1,1,1,-1,1,169,322,81,224,1,1,728,1,15,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,1,1,166,320,82,227,1,1,728,1,13,1,
1,1,1,1,1,1,166,322,82,229,1,1,387,1,12,1,
1,1,1,1,-1,1,166,323,82,229,1,1,680,1,15,1,
1,1,1,1,-1,1,168,321,81,226,1,1,694,1,15,1,
1,1,1,1,-1,1,169,322,81,224,1,1,716,1,15,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,1,1,166,320,82,227,1,1,723,1,13,1,
1,1,1,1,1,1,166,322,82,229,1,1,385,1,12,1,
1,1,1,1,-1,1,166,323,82,229,1,1,682,1,15,1,
1,1,1,1,-1,1,168,321,80,226,1,1,699,1,15,1,
1,1,1,1,-1,1,169,321,81,224,1,1,707,1,15,1,
1,1,1,1,1,1,166,320,82,227,1,1,725,1,13,1,
1,1,1,1,1,1,166,322,82,229,1,1,379,1,12,1,
1,1,1,1,-1,1,166,323,82,229,1,1,673,1,15,1,
1,1,1,1,-1,1,168,321,81,226,1,1,695,1,15,1,
1,1,1,1,-1,1,169,322,81,224,1,1,693,1,15,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,1,1,166,320,82,227,1,1,722,1,13,1,
1,1,1,1,1,1,166,322,82,229,1,1,380,1,12,1,
1,1,1,1,-1,1,166,323,82,229,1,1,682,1,15,1,
1,1,1,1,-1,1,168,321,80,226,1,1,685,1,15,1,
1,1,1,1,-1,1,169,321,81,224,1,1,701,1,15,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,1,1,166,320,82,227,1,1,724,1,13,1,
1,1,1,1,1,1,166,322,82,229,1,1,377,1,12,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,322,82,226,1,1,715,1,15,1,
1,1,1,1,-1,1,166,322,82,226,1,1,769,1,15,1,
1,1,1,1,-1,1,169,322,81,223,1,1,743,1,15,1,
1,1,1,1,-1,1,166,322,83,229,1,1,655,1,15,1,
1,1,1,1,1,1,165,320,82,229,1,1,443,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,703,1,15,1,
1,1,1,1,-1,1,166,322,82,227,1,1,749,1,15,1,
1,1,1,1,-1,1,166,322,83,229,1,1,652,1,15,1,
1,1,1,1,1,1,165,320,82,229,1,1,436,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,166,322,82,226,1,1,761,1,15,1,
1,1,1,1,-1,1,166,322,83,229,1,1,654,1,15,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,1,1,166,322,82,227,1,1,681,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,322,82,226,1,1,678,1,15,1,
1,1,1,1,1,1,166,322,82,229,1,1,706,1,14,1,
1,1,1,1,-1,1,169,322,81,223,1,1,708,1,15,1,
1,1,1,1,1,1,165,320,82,229,1,1,437,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,169,323,82,226,1,1,728,1,15,1,
1,1,1,1,-1,1,166,322,82,226,1,1,769,1,15,1,
1,1,1,1,-1,1,169,322,81,223,1,1,746,1,15,1,
1,1,1,1,-1,1,166,322,83,229,1,1,651,1,15,1,
1,1,1,1,1,1,165,320,82,229,1,1,438,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,724,1,15,1,
1,1,1,1,-1,1,166,322,82,227,1,1,765,1,15,1,
1,1,1,1,-1,1,169,322,81,223,1,1,741,1,15,1,
1,1,1,1,-1,1,166,322,83,229,1,1,652,1,15,1,
1,1,1,1,1,1,165,320,82,229,1,1,439,1,13,1,
1,1,-1,1,-1,1,0,0,0,0,1,1,0,1,0,-1,
1,1,1,1,-1,1,170,323,82,226,1,1,722,1,15,1,
1,1,1,1,-1,1,166,322,82,226,1,1,772,1,15,1,
1,1,1,1,-1,1,169,322,81,223,1,1,731,1,15,1,
1,1,1,1,-1,1,166,322,83,229,1,1,646,1,15,1,
